1,,avg.exp,pct.exp,features.plot,id,avg.exp.scaled,OG
39,Pharaoh-ant-0963911,3.55031927790627,29.973474801061,Pharaoh-ant-09639,11,1.57234282833376,OG0003480
87,Pharaoh-ant-0963916,2.86118265126197,34.0625,Pharaoh-ant-09639,16,0.773521998473935,OG0003480
111,Pharaoh-ant-0963919,4.23035449790548,34.7245409015025,Pharaoh-ant-09639,19,2.36061365558449,OG0003480
124,Pharaoh-ant-0963923,3.31499080284413,35.5658198614319,Pharaoh-ant-09639,23,1.2995590573504,OG0003480
140,Pharaoh-ant-0963925,2.92561769530698,35.9173126614987,Pharaoh-ant-09639,25,0.848212637987213,OG0003480
161,Pharaoh-ant-0963928,4.89746595158564,40.1662049861496,Pharaoh-ant-09639,28,2.5,OG0003480
193,Pharaoh-ant-0963933,2.82173823759722,37.8109452736318,Pharaoh-ant-09639,33,0.727799542231204,OG0003480
201,Pharaoh-ant-0963934,3.03758499537286,35.6382978723404,Pharaoh-ant-09639,34,0.978000851380139,OG0003480
216,Pharaoh-ant-0963937,2.70953603180918,31.0810810810811,Pharaoh-ant-09639,37,0.597739035106294,OG0003480
250,Pharaoh-ant-1130043,3.32735505275356,30.5785123966942,Pharaoh-ant-11300,43,2.5,OG0003652
275,Pharaoh-ant-1216747,75.450647016486,92.3076923076923,Pharaoh-ant-12167,47,2.5,OG0003786
19,Pharaoh-ant-139765,2.07047321590381,28.9592760180996,Pharaoh-ant-13976,5,1.56573017718582,OG0003935
83,Pharaoh-ant-1397615,2.42813629161764,34.84375,Pharaoh-ant-13976,15,2.5,OG0003935
239,Pharaoh-ant-0557041,2.08675441101906,27.2,Pharaoh-ant-05570,41,1.66227166167991,OG0004131
263,Pharaoh-ant-0557046,1.79510352725183,29.0322580645161,Pharaoh-ant-05570,46,0.978956284821747,OG0004131
268,Pharaoh-ant-0557047,3.22620939890919,46.1538461538462,Pharaoh-ant-05570,47,2.5,OG0004131
38,Pharaoh-ant-0946811,3.06112728600748,26.9230769230769,Pharaoh-ant-09468,11,2.4801426866064,OG0006520
265,Pharaoh-ant-0946846,5.96812891867178,48.3870967741936,Pharaoh-ant-09468,46,2.5,OG0006520
5,Pharaoh-ant-080532,1.82965864794263,27.6853252647504,Pharaoh-ant-08053,2,0.710165640852352,OG0007458
23,Pharaoh-ant-080536,2.05628464795318,25.3214638971316,Pharaoh-ant-08053,6,1.04452643890881,OG0007458
82,Pharaoh-ant-0805315,2.10113627450879,28.59375,Pharaoh-ant-08053,15,1.11069989494901,OG0007458
148,Pharaoh-ant-0805326,2.80580285199647,32.9787234042553,Pharaoh-ant-08053,26,2.1503550060198,OG0007458
184,Pharaoh-ant-0805332,2.73845975908023,34.1121495327103,Pharaoh-ant-08053,32,2.05099795832882,OG0007458
200,Pharaoh-ant-0805334,2.5380363272272,28.7234042553192,Pharaoh-ant-08053,34,1.75529605907421,OG0007458
204,Pharaoh-ant-0805335,2.44357509473524,31.0344827586207,Pharaoh-ant-08053,35,1.61592929144852,OG0007458
25,Pharaoh-ant-028738,3.83058512245387,40.8016443987667,Pharaoh-ant-02873,8,0.699441412186992,OG0009660
69,Pharaoh-ant-0287314,11.03209739565,69.3374422187981,Pharaoh-ant-02873,14,2.5,OG0009660
78,Pharaoh-ant-0287315,3.74382920270361,43.75,Pharaoh-ant-02873,15,0.646420868754434,OG0009660
85,Pharaoh-ant-0287316,4.49757558253183,46.40625,Pharaoh-ant-02873,16,1.10707004155856,OG0009660
107,Pharaoh-ant-0287319,5.97500714527263,42.4040066777963,Pharaoh-ant-02873,19,2.00999660341664,OG0009660
119,Pharaoh-ant-0287323,4.00959868985475,40.6466512702078,Pharaoh-ant-02873,23,0.808844858692073,OG0009660
158,Pharaoh-ant-0287328,4.20448937212779,37.3961218836565,Pharaoh-ant-02873,28,0.927951542291359,OG0009660
214,Pharaoh-ant-0287337,5.16523625940145,47.2972972972973,Pharaoh-ant-02873,37,1.51510827131952,OG0009660
233,Pharaoh-ant-1669240,2.56109595636454,27.1428571428571,Pharaoh-ant-16692,40,2.5,OG0009664
17,Pharaoh-ant-170954,4.16239309594092,48.014440433213,Pharaoh-ant-17095,4,0.729308451852126,OG0012955
45,Pharaoh-ant-1709511,6.87934596906,48.6737400530504,Pharaoh-ant-17095,11,1.55872540988643,OG0012955
55,Pharaoh-ant-1709512,7.94899498975438,58.8888888888889,Pharaoh-ant-17095,12,1.88526218779167,OG0012955
66,Pharaoh-ant-1709513,3.99118093466623,34.4238975817923,Pharaoh-ant-17095,13,0.677041711641831,OG0012955
94,Pharaoh-ant-1709517,6.28542567217081,28.4109149277689,Pharaoh-ant-17095,17,1.37741657275701,OG0012955
104,Pharaoh-ant-1709518,18.9020277897034,86.5894039735099,Pharaoh-ant-17095,18,2.5,OG0012955
138,Pharaoh-ant-1709524,8.06423086336509,54.656862745098,Pharaoh-ant-17095,24,1.92044078389183,OG0012955
198,Pharaoh-ant-1709533,4.06694154426415,41.7910447761194,Pharaoh-ant-17095,33,0.700169508584218,OG0012955
