"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CG22693",9.40201191497547e-79,1.24798204966416,0.975,0.762,1.17863621366132e-74,"18","CG2269"
"CG432226",8.38110224130409e-76,1.10149621128082,0.688,0.299,1.05065497696988e-71,"18","CG43222"
"amon2",7.45072526160919e-69,1.23576326875105,0.814,0.467,9.34022918795328e-65,"18","amon"
"Eip63F-12",3.73764791376722e-67,1.25182529006351,0.642,0.274,4.68551542469858e-63,"18","Eip63F-1"
"CG423943",1.14540123746317e-62,2.21184054348145,0.411,0.143,1.43587499128383e-58,"18","CG42394"
"CG12754",8.88790242825722e-51,1.11426209087616,0.569,0.261,1.11418744840633e-46,"18","CG1275"
"Proc2",1.0737008223119e-42,3.2810811553385,0.343,0.127,1.3459913508502e-38,"18","Proc"
"CG16484",2.24691659227572e-41,1.30319581439355,0.552,0.286,2.81673464007685e-37,"18","CG1648"
"Gpb5",2.93904169061884e-41,1.26805938111988,0.393,0.152,3.68438266335978e-37,"18","Gpb5"
"Mmp22",1.21645794051906e-40,1.3808342733043,0.71,0.396,1.52495167423469e-36,"18","Mmp2"
"rhea",7.16585361528105e-32,1.78043880834726,0.305,0.126,8.98311409211632e-28,"18","rhea"
"CG45772",3.29737641996353e-31,1.90030293740482,0.607,0.356,4.13359108006629e-27,"18","CG4577"
"CG105273",1.66691258575244e-26,1.21623035842552,0.307,0.131,2.08964161749926e-22,"18","CG10527"
"sNPF4",1.08214072603089e-09,1.04285915917162,0.33,0.204,1.35657161415233e-05,"18","sNPF"
"Vmat1",0,7.11855807159278,0.972,0.034,0,"19","Vmat"
"DAT",0,5.09808156211446,0.497,0.027,0,"19","DAT"
"ple",0,4.93105989864933,0.444,0.012,0,"19","ple"
"Tdc2",0,3.05442970922193,0.344,0.003,0,"19","Tdc2"
"JhI-21",0,2.27863624136384,0.592,0.02,0,"19","JhI-21"
"Fer2",0,2.06183978548061,0.372,0.024,0,"19","Fer2"
"Pu",3.62172084290115e-236,1.28729421264946,0.492,0.068,4.54018924866088e-232,"19","Pu"
"Lim13",1.33992870671371e-143,1.85090190678707,0.663,0.185,1.6797346267363e-139,"19","Lim1"
"Dhpr2",1.11622950832136e-99,1.17752733103148,0.513,0.146,1.39930531163166e-95,"19","Dhpr"
"Pcd5",1.36084888623481e-98,1.2869652217494,0.773,0.333,1.70596016378396e-94,"19","Pcd"
"Rgk31",1.49940467451465e-62,1.16798004001919,0.375,0.112,1.87965369997157e-58,"19","Rgk3"
"CG12755",1.94482404232266e-62,1.20625365153737,0.602,0.261,2.43803141945569e-58,"19","CG1275"
"Imp3",2.55980327371282e-61,1.18877429999902,0.582,0.24,3.2089693839264e-57,"19","Imp"
"CG45773",3.29481823374043e-61,2.54057676876539,0.676,0.355,4.130384137817e-57,"19","CG4577"
"CG341552",2.08694971632919e-59,1.1023288504797,0.429,0.144,2.61620016439027e-55,"19","CG34155"
"CG432227",1.82751983237937e-56,1.10283161310936,0.617,0.3,2.29097886187077e-52,"19","CG43222"
"DIP-delta7",2.5442214937806e-50,1.48772157531278,0.449,0.181,3.18943606460336e-46,"19","DIP-delta"
"Ddc6",4.25915030545742e-50,1.61795804226585,0.702,0.478,5.33927082292142e-46,"19","Ddc"
"CG22694",8.68799410323686e-50,1.24428450238418,0.929,0.762,1.08912694078177e-45,"19","CG2269"
"CG428172",3.25915334697547e-47,1.1796923384915,0.589,0.282,4.08567463576845e-43,"19","CG42817"
"CG15537",1.95301055501258e-45,1.75037611896853,0.25,0.069,2.44829403176378e-41,"19","CG15537"
"CG437293",2.06580842807093e-39,1.1130814783761,0.906,0.714,2.58969744542972e-35,"19","CG43729"
"hth6",5.68908197530342e-37,1.08767247147398,0.791,0.545,7.13183316424036e-33,"19","hth"
"Bx3",6.52595219956303e-37,1.04594141121517,0.503,0.243,8.18093367737221e-33,"19","Bx"
"Dop2R5",9.25695484378594e-34,1.10156367363362,0.89,0.732,1.16045185921701e-29,"19","Dop2R"
"DIP-alpha",0,2.61300962390506,0.672,0.039,0,"20","DIP-alpha"
"CG4328",0,1.82700534063685,0.513,0.039,0,"20","CG4328"
"Lmx1a",0,1.75377864675297,0.495,0.038,0,"20","Lmx1a"
"tj",0,1.46404808715745,0.388,0.012,0,"20","tj"
"VGlut4",2.38244779760833e-232,2.22263912757448,0.995,0.352,2.98663655908181e-228,"20","VGlut"
"fd59A",2.45411812809397e-208,1.2364862632382,0.341,0.036,3.0764824853786e-204,"20","fd59A"
"Nplp14",2.71636969461271e-204,2.06057033220711,0.763,0.19,3.40524104916649e-200,"20","Nplp1"
"hbn",5.35238976753775e-173,1.24087608277399,0.375,0.05,6.70975581258532e-169,"20","hbn"
"CG96503",2.9535189877624e-124,1.31142573510716,0.669,0.189,3.70253140305894e-120,"20","CG9650"
"Sap476",1.08298210848841e-84,1.15575563781158,0.984,0.945,1.35762637120107e-80,"20","Sap47"
"Eip93F6",3.15329816920487e-75,1.67072138790913,0.714,0.338,3.95297458491523e-71,"20","Eip93F"
"scrt5",6.98771662962252e-75,1.02966348470649,0.964,0.801,8.75980156689479e-71,"20","scrt"
"cv-2",1.61100126445828e-73,1.16196184143625,0.268,0.056,2.0195511851249e-69,"20","cv-2"
"CG108047",2.65158738946428e-68,1.1280583896604,0.792,0.447,3.32402995143242e-64,"20","CG10804"
"cpx9",1.81204653044679e-56,1.27002584203642,0.995,0.92,2.27158153056809e-52,"20","cpx"
"CR453125",4.61981396962996e-54,1.19124605992456,0.615,0.294,5.79139879232811e-50,"20","CR45312"
"CG182084",5.69205714930986e-29,1.01533505867952,0.596,0.369,7.13556284237484e-25,"20","CG18208"
"CG301167",1.40552576922834e-18,1.15588531555296,0.549,0.368,1.76196710430464e-14,"20","CG30116"
"sosie",0,4.74799705426314,0.997,0.033,0,"21","sosie"
"Pka-C31",0,3.42948401664972,0.964,0.124,0,"21","Pka-C3"
"Rh71",0,3.15453216760973,0.704,0.09,0,"21","Rh7"
"Tk",0,2.74596141514885,0.973,0.077,0,"21","Tk"
"Octbeta1R4",0,2.73478714127138,0.967,0.228,0,"21","Octbeta1R"
"CG43078",0,2.54778940843975,0.814,0.13,0,"21","CG43078"
"CG98961",0,2.50737180546747,0.763,0.11,0,"21","CG9896"
"bsh",0,2.11398758875362,0.556,0.011,0,"21","bsh"
"CG2016",0,1.41768606601655,0.825,0.119,0,"21","CG2016"
"Mmp24",1.91889679813199e-259,3.22687866733794,0.997,0.394,2.40552902613827e-255,"21","Mmp2"
"Aldh2",1.59349279420471e-243,1.53654102821629,0.524,0.064,1.99760256681502e-239,"21","Aldh"
"rdgA4",7.61033188571507e-191,2.14443664758344,0.982,0.423,9.54031205193241e-187,"21","rdgA"
"CG112214",2.5886948824284e-184,1.94839255606964,0.731,0.177,3.24518790461224e-180,"21","CG11221"
"Rbp64",2.97216781538082e-183,1.91075397655637,1,0.888,3.72590957336139e-179,"21","Rbp6"
"ckn1",6.20210671927472e-173,1.93961040520717,0.763,0.214,7.77496098328279e-169,"21","ckn"
"CG312217",7.50161693329667e-169,2.51081126227395,1,0.72,9.40402698758071e-165,"21","CG31221"
"CG425415",1.11425534724177e-161,1.84629779084509,1,0.535,1.39683050330228e-157,"21","CG42541"
"hth7",5.87829697036216e-158,1.83533455049081,0.991,0.543,7.36903308204601e-154,"21","hth"
"Epac2",1.52600629187697e-157,1.87823076141244,0.678,0.176,1.91300148749697e-153,"21","Epac"
"FMRFaR",1.77170606831354e-156,1.41997566399552,0.479,0.082,2.22101072723785e-152,"21","FMRFaR"
"Nckx30C5",2.42869984222984e-154,1.83611348196751,0.988,0.7,3.04461812221933e-150,"21","Nckx30C"
"rdgC1",4.45397704134822e-154,1.49461808465416,0.5,0.092,5.58350561903413e-150,"21","rdgC"
"scro5",4.48278597738839e-152,1.46841667221101,0.793,0.205,5.61962050125409e-148,"21","scro"
"Con4",8.73697494589451e-145,1.70981921294898,0.953,0.465,1.09526717921734e-140,"21","Con"
"Pde11",4.45076880364375e-142,1.53127891440168,0.559,0.12,5.57948377224781e-138,"21","Pde11"
"Slob3",1.63913792381068e-141,1.91330376691359,0.772,0.261,2.05482330128906e-137,"21","Slob"
"CG148532",1.43731475191059e-136,1.67873814586718,0.743,0.235,1.80181777299512e-132,"21","CG14853"
"Cbp53E1",9.39904338449354e-136,1.93390723474562,0.985,0.626,1.17826407868011e-131,"21","Cbp53E"
"CG444223",1.26675653790223e-132,1.64663264015781,0.846,0.32,1.58800599591423e-128,"21","CG44422"
"kek14",1.86063077118148e-130,1.56179282015833,0.979,0.608,2.3324867347531e-126,"21","kek1"
"CG326474",6.54769759259556e-129,1.68674222051116,0.908,0.431,8.2081937020778e-125,"21","CG32647"
"CG136856",4.65958391091098e-120,2.07048937705473,0.808,0.354,5.84125439071801e-116,"21","CG13685"
"VAChT8",8.46667262994755e-120,1.52456324750755,0.959,0.547,1.06138208089023e-115,"21","VAChT"
"CG139373",1.91092512134628e-118,1.91315469524249,0.757,0.316,2.39553573211969e-114,"21","CG13937"
"ChAT4",9.42750584041595e-117,1.56324831456287,0.876,0.393,1.18183213215454e-112,"21","ChAT"
"Npc2a3",2.0260464340024e-116,1.20758628838364,0.648,0.173,2.53985180966541e-112,"21","Npc2a"
"CG12502",9.97999734034872e-116,1.3380167554944,0.438,0.089,1.25109246658612e-111,"21","CG12502"
"igl6",1.66297150200336e-115,1.31601597804472,0.988,0.709,2.08470107491141e-111,"21","igl"
"nrm2",2.27088849593729e-106,1.5423163339351,0.683,0.234,2.84678581850699e-102,"21","nrm"
"AstA-R1",8.68870773594043e-106,1.18234111613312,0.405,0.081,1.08921640177749e-101,"21","AstA-R1"
"beat-IIa1",7.20807855732861e-104,1.40768245439233,0.87,0.393,9.03604727946714e-100,"21","beat-IIa"
"Hs3st-A7",3.90021295183698e-103,1.33589949495826,0.947,0.571,4.88930695642284e-99,"21","Hs3st-A"
"ct5",6.82415707447954e-103,1.39936261520126,0.698,0.223,8.55476330856755e-99,"21","ct"
"Cngl4",1.23159654098027e-100,1.33476683011744,1,0.784,1.54392942377286e-96,"21","Cngl"
"CG17193",7.03157951066485e-97,1.15842615464707,0.325,0.058,8.81478807456946e-93,"21","CG17193"
"Gycbeta100B1",4.04687976592998e-96,1.43255087751305,0.615,0.204,5.07316847456982e-92,"21","Gycbeta100B"
"CG336392",1.70047876913927e-95,1.52208614021189,0.63,0.21,2.13172018499299e-91,"21","CG33639"
"CG110001",2.63576681803351e-91,1.38570545123941,0.917,0.669,3.30419728308681e-87,"21","CG11000"
"5-HT2A3",2.69147168569816e-91,1.18259615533419,0.527,0.143,3.37402890519122e-87,"21","5-HT2A"
"kirre3",2.34752108312404e-90,1.44287310248646,0.808,0.398,2.94285242980429e-86,"21","kirre"
"Ace4",1.39958740092915e-88,1.35732120613487,0.905,0.584,1.75452276580479e-84,"21","Ace"
"Sytalpha5",2.03123178391509e-86,1.31787487421477,0.663,0.24,2.54635216431595e-82,"21","Sytalpha"
"CR457581",2.69274952607353e-86,1.35702077902394,0.562,0.178,3.37563080588578e-82,"21","CR45758"
"sif7",3.13073606607093e-86,1.24475668706566,0.979,0.734,3.92469073242652e-82,"21","sif"
"CG439023",2.34602382770018e-82,1.15354441677788,0.731,0.279,2.94097547040495e-78,"21","CG43902"
"haf",3.31456573933966e-82,1.1592029462819,0.426,0.107,4.1551396108362e-78,"21","haf"
"CG156302",4.01842984101776e-81,1.15282279629312,0.447,0.117,5.03750364869986e-77,"21","CG15630"
"CG437294",5.36941713675482e-80,1.07199278491701,0.979,0.713,6.73110132263584e-76,"21","CG43729"
"scrt6",3.20638702293249e-77,1.09211711960717,0.979,0.801,4.01952677194817e-73,"21","scrt"
"CG43414",4.13153551551097e-76,1.23282118491925,0.586,0.205,5.17929292224455e-72,"21","CG4341"
"CG423926",2.75468413372615e-74,1.06928517759197,0.929,0.675,3.4532720300391e-70,"21","CG42392"
"Teh25",1.0405908506363e-72,1.21807897557227,0.781,0.41,1.30448469035766e-68,"21","Teh2"
"CG14372",6.40178918291656e-72,1.15427600698685,0.402,0.107,8.0252829197042e-68,"21","CG14372"
"CG103843",1.55816645624147e-69,1.10688739810358,0.595,0.217,1.95331746954431e-65,"21","CG10384"
"CG313245",2.39852232010295e-69,1.23741370756883,0.781,0.414,3.00678758048106e-65,"21","CG31324"
"kek33",1.95361712196812e-66,1.17911963615959,0.598,0.234,2.44905442409924e-62,"21","kek3"
"CG450023",5.96418844812723e-65,1.17998483933972,0.636,0.274,7.4767066385723e-61,"21","CG45002"
"Toll-63",3.23654760619145e-63,1.16641966083037,0.766,0.4,4.05733607912161e-59,"21","Toll-6"
"RpL27A4",1.23541883136057e-61,1.00438414602437,0.964,0.894,1.54872104699362e-57,"21","RpL27A"
"CG139953",4.42360217909793e-61,1.2100122074741,0.624,0.283,5.54542769171716e-57,"21","CG13995"
"CG145097",9.2396231251819e-61,1.01023633957702,0.852,0.526,1.1582791549728e-56,"21","CG14509"
"Hr387",6.54013429023315e-60,1.09419653291423,0.675,0.301,8.19871234623627e-56,"21","Hr38"
"CG427952",3.08668119523213e-52,1.11356887974381,0.678,0.35,3.86946354634299e-48,"21","CG42795"
"CG147576",3.56731326485162e-50,1.15485506799952,0.692,0.382,4.47198390881799e-46,"21","CG14757"
"CG428173",7.60911649911576e-50,1.0732533278782,0.604,0.282,9.53878844329151e-46,"21","CG42817"
"CG116382",6.14630126797877e-48,1.11317793882072,0.509,0.213,7.70500326953819e-44,"21","CG11638"
"Mid14",6.53190158052531e-48,1.10147400851938,0.743,0.475,8.18839182134653e-44,"21","Mid1"
"Rab275",2.52337375650857e-38,1.03221228255845,0.565,0.282,3.16330134115915e-34,"21","Rab27"
"vvl3",0,3.82843494869438,0.979,0.14,0,"22","vvl"
"Vsx22",0,2.90309193265307,0.636,0.07,0,"22","Vsx2"
"CR46003",3.27022105610866e-245,1.61840430172537,0.263,0.017,4.09954911593782e-241,"22","CR46003"
"erm",3.75694809365555e-225,1.4814016338052,0.361,0.034,4.7097101302066e-221,"22","erm"
"Vsx1",5.91500234231455e-216,1.74510074190655,0.385,0.041,7.41504693632552e-212,"22","Vsx1"
"CG98962",4.53319134979173e-173,2.63639517086904,0.565,0.112,5.68280867609892e-169,"22","CG9896"
"CG96504",9.75674348815234e-155,1.89284148752849,0.719,0.189,1.22310536367478e-150,"22","CG9650"
"scro6",9.9147683247003e-148,1.69444191316564,0.754,0.205,1.24291535718443e-143,"22","scro"
"beat-IIIc3",1.18677356792844e-141,2.1183023456352,0.828,0.306,1.48773934475509e-137,"22","beat-IIIc"
"CG424582",7.07016386219541e-138,1.39054210937845,0.459,0.081,8.86315741764817e-134,"22","CG42458"
"pyd4",6.48614296521509e-117,2.47791612256046,0.707,0.263,8.13102882119363e-113,"22","pyd"
"nAChRalpha63",2.45048719404817e-111,1.28596023627318,0.988,0.777,3.07193074645879e-107,"22","nAChRalpha6"
"Rdl3",1.90677258525379e-98,1.15094743172914,0.997,0.899,2.39033011287415e-94,"22","Rdl"
"CG425402",1.20674135717663e-91,1.36061855507653,0.896,0.63,1.51277096535663e-87,"22","CG42540"
"CG425416",1.23997798407543e-78,1.73812045645807,0.873,0.536,1.55443640083695e-74,"22","CG42541"
"CG314753",6.75517988387667e-66,1.7260948094132,0.408,0.129,8.46829350242779e-62,"22","CG31475"
"fred6",5.06432362642922e-65,1.2557579127231,0.689,0.32,6.34863609809167e-61,"22","fred"
"dpr116",2.1369412139309e-64,1.12721681427964,0.811,0.439,2.67886950578378e-60,"22","dpr1"
"CG326475",2.63461977717972e-58,1.49999641070516,0.71,0.433,3.3027593526725e-54,"22","CG32647"
"Ace5",4.98520347954914e-55,1.13601995168047,0.825,0.585,6.2494510819628e-51,"22","Ace"
"pHCl-13",4.87147818042261e-52,1.28373902211841,0.675,0.364,6.10688504697779e-48,"22","pHCl-1"
"dpr84",4.84671935942559e-51,1.26394101434924,0.811,0.545,6.07584738897592e-47,"22","dpr8"
"dpr66",8.2142871704547e-50,1.20622634410851,0.692,0.377,1.0297430396882e-45,"22","dpr6"
"CG145098",1.04753575301587e-47,1.07330438768012,0.781,0.526,1.31319081998069e-43,"22","CG14509"
"Liprin-gamma4",3.85326585881504e-46,1.08680153093429,0.796,0.606,4.83045408061053e-42,"22","Liprin-gamma"
"CG42346",1.58335459227861e-45,1.13691236190986,0.364,0.124,1.98489331688047e-41,"22","CG42346"
"AstC-R22",3.67495683447412e-44,1.13255210725079,0.385,0.136,4.60692588769676e-40,"22","AstC-R2"
"Cbp53E2",5.82362681913067e-43,1.5299355758191,0.793,0.628,7.30049858046221e-39,"22","Cbp53E"
"pigs",7.39060400008207e-43,1.23623709267221,0.624,0.36,9.26486117450288e-39,"22","pigs"
"CG6959",6.08474941371786e-37,1.00762958373709,0.37,0.146,7.62784186503671e-33,"22","CG6959"
"CG117683",1.95278577375543e-36,1.1005255673824,0.284,0.095,2.44801224597981e-32,"22","CG11768"
"Syn12",4.05133670289797e-35,1.00007579139178,0.473,0.23,5.07875569075289e-31,"22","Syn1"
"CG343711",2.75256612277667e-34,1.12043295707609,0.402,0.174,3.45061689151283e-30,"22","CG34371"
"Mp",3.20811528150593e-30,1.04335418176348,0.577,0.349,4.02169331689583e-26,"22","Mp"
"CG178394",2.48805704295131e-24,1.02476032474719,0.393,0.199,3.11902830904376e-20,"22","CG17839"
"DnaJ-16",3.00356291021381e-07,1.05221231137191,0.435,0.365,0.00376526646424403,"22","DnaJ-1"
"CG8641",0,3.3443746976032,0.914,0.088,0,"23","CG8641"
"Pka-C32",0,2.75240132429558,0.953,0.124,0,"23","Pka-C3"
"Dop1R22",0,2.63376069759233,0.899,0.174,0,"23","Dop1R2"
"CG319973",0,2.4437067411398,0.786,0.096,0,"23","CG31997"
"DAT1",0,2.10171019243293,0.712,0.025,0,"23","DAT"
"prt2",0,1.98025307265246,0.629,0.052,0,"23","prt"
"CG311911",0,1.87278878792354,0.576,0.065,0,"23","CG31191"
"ey2",0,1.67132409334884,0.522,0.046,0,"23","ey"
"CG301582",1.62242814203193e-296,2.1801333576978,0.772,0.132,2.03387591885122e-292,"23","CG30158"
"Lac",3.77096725209324e-259,1.61365722405877,0.493,0.055,4.72728454722408e-255,"23","Lac"
"Nep12",6.06096850071134e-246,1.48818285212215,0.454,0.048,7.59803011249174e-242,"23","Nep1"
"CG137396",5.45219845535901e-231,2.5091637790126,0.997,0.416,6.83487598363806e-227,"23","CG13739"
"Hr512",3.4685953611325e-229,1.16024784680525,0.326,0.027,4.3482311447157e-225,"23","Hr51"
"mamo2",5.46950349600509e-224,3.01902756992002,1,0.596,6.85656958259198e-220,"23","mamo"
"Rgk12",8.4291997707175e-203,1.85846957876255,0.801,0.19,1.05668448325715e-198,"23","Rgk1"
"jdp3",1.91893008587179e-201,2.79844899504088,1,0.731,2.40557075564888e-197,"23","jdp"
"Pka-C13",8.03536719620128e-199,3.01157642294509,1,0.729,1.00731363171579e-194,"23","Pka-C1"
"14-3-3zeta2",2.47374567956475e-189,2.04959164378287,1,0.974,3.10108758390237e-185,"23","14-3-3zeta"
"mub4",2.91711940848372e-175,2.16155182085623,0.991,0.7,3.65690089047519e-171,"23","mub"
"pum6",9.25229073003989e-164,1.46711613689872,1,0.948,1.1598671659178e-159,"23","pum"
"CG76464",1.81061918095708e-156,1.64574816924885,0.985,0.821,2.26979220524779e-152,"23","CG7646"
"trio1",2.85888799065886e-151,1.97438852122217,0.831,0.308,3.58390198508994e-147,"23","trio"
"dac2",5.58327198584688e-148,1.31770359104326,0.409,0.063,6.99918976145765e-144,"23","dac"
"RhoGDI2",3.08719912557308e-144,1.75359107535347,0.908,0.424,3.87011282381841e-140,"23","RhoGDI"
"Pka-R22",1.34946380826418e-137,1.66043920446297,0.902,0.435,1.69168783003998e-133,"23","Pka-R2"
"CG428174",8.19431781029346e-124,1.7239650840513,0.763,0.281,1.02723968069839e-119,"23","CG42817"
"toy6",3.98615589469356e-123,1.40605201665143,0.858,0.28,4.99704502958785e-119,"23","toy"
"cmpy3",3.68107865964443e-121,1.6655236858657,0.849,0.37,4.61460020773025e-117,"23","cmpy"
"CG423222",1.37856921633392e-118,1.61888862099348,0.804,0.321,1.72817436959621e-114,"23","CG42322"
"dysc4",3.66677374909991e-113,1.11983653497612,0.997,0.88,4.59666757187165e-109,"23","dysc"
"rut2",3.34742421728055e-111,1.54498119152182,0.748,0.279,4.19633099878289e-107,"23","rut"
"dlg16",5.10475481302636e-108,1.38787629188899,0.941,0.724,6.39932063360984e-104,"23","dlg1"
"fok7",2.75083557107292e-105,1.65549239014955,0.926,0.548,3.44844747189702e-101,"23","fok"
"olf4134",1.09353300340675e-104,1.5250569642384,0.754,0.283,1.3708529730707e-100,"23","olf413"
"CG111913",1.69018485444436e-103,1.42063220513538,0.682,0.232,2.11881573353146e-99,"23","CG11191"
"Appl6",1.30839207635546e-102,1.1308977160859,0.985,0.841,1.6402003069192e-98,"23","Appl"
"igl7",6.94511360262662e-102,1.51290455031792,0.976,0.709,8.70639441225273e-98,"23","igl"
"bun2",2.33240838063795e-101,1.35790726687318,0.994,0.891,2.92390714596773e-97,"23","bun"
"nAChRalpha64",2.45985860775006e-101,1.04719779985082,1,0.777,3.08367875067548e-97,"23","nAChRalpha6"
"Cngl5",1.93959228900142e-100,1.07322974514637,1,0.784,2.43147289349218e-96,"23","Cngl"
"Dop1R14",2.87632140335074e-99,1.41146178790946,0.682,0.231,3.60575651124049e-95,"23","Dop1R1"
"dpr85",2.13493248506692e-92,1.21230730010631,0.941,0.544,2.67635136327989e-88,"23","dpr8"
"eEF1alpha25",9.64006768172329e-88,1.24308220737993,0.935,0.631,1.20847888458083e-83,"23","eEF1alpha2"
"CG112215",2.54484326107515e-87,1.2982496730019,0.57,0.178,3.19021551208381e-83,"23","CG11221"
"fz4",8.64378625294743e-86,1.40730976500583,0.668,0.253,1.08358504466949e-81,"23","fz"
"Bsg5",5.52968818207744e-84,1.15839192012027,0.95,0.786,6.93201710505228e-80,"23","Bsg"
"CG188124",8.75831261334587e-84,1.30419217933192,0.846,0.474,1.09794206920904e-79,"23","CG18812"
"Rgk32",9.96705822969991e-80,1.03382409567834,0.436,0.112,1.24947041967518e-75,"23","Rgk3"
"CG423136",8.2461145813729e-78,1.08250234896564,0.866,0.443,1.03373292392091e-73,"23","CG42313"
"Pkc98E2",1.04011402016364e-77,1.22919507522731,0.881,0.611,1.30388693567714e-73,"23","Pkc98E"
"FK506-bp23",1.41803320669264e-77,1.3917498611768,0.875,0.625,1.7776464279099e-73,"23","FK506-bp2"
"Mical1",3.75777817062726e-77,1.10492270714163,0.418,0.111,4.71075071469833e-73,"23","Mical"
"CG423927",5.00849609924743e-77,1.10960558784464,0.935,0.675,6.27865071001658e-73,"23","CG42392"
"Slob4",7.06542978590127e-77,1.20316018387693,0.674,0.262,8.85722277960584e-73,"23","Slob"
"CG433247",7.56090347663608e-74,1.10061334730648,0.878,0.537,9.47834859831099e-70,"23","CG43324"
"CG436584",6.82472393697165e-69,1.05990909828353,0.638,0.239,8.55547392738767e-65,"23","CG43658"
"metro2",6.85906697266598e-67,1.28261822942169,0.558,0.221,8.59852635693407e-63,"23","metro"
"Idh2",2.57423601655992e-66,1.11473459481888,0.439,0.131,3.22706227035952e-62,"23","Idh"
"CG98134",1.00024250226601e-59,1.12062438760187,0.807,0.487,1.25390400084067e-55,"23","CG9813"
"CG82482",2.17946885784747e-59,1.13324241973995,0.576,0.244,2.73218216019758e-55,"23","CG8248"
"Ppcs3",1.31583856529078e-51,1.00331545509388,0.516,0.206,1.64953522544853e-47,"23","Ppcs"
"Ndae13",5.86820888844914e-51,1.01636896011292,0.546,0.23,7.35638666255984e-47,"23","Ndae1"
"Mp1",1.79297341320915e-50,1.03021682709491,0.7,0.348,2.24767147079899e-46,"23","Mp"
"Dyb2",3.2991470564074e-48,1.15114520984395,0.499,0.211,4.13581074991231e-44,"23","Dyb"
"l(1)G04692",1.49273701432731e-45,1.03384910629465,0.412,0.15,1.87129512116072e-41,"23","l(1)G0469"
"CG112942",0,2.26553813149582,0.68,0.041,0,"24","CG11294"
"VGlut5",5.84668684886392e-239,2.73091443016438,0.997,0.353,7.3294066337358e-235,"24","VGlut"
"CG154783",4.35515114785461e-225,1.39927422757159,0.436,0.049,5.45961747895053e-221,"24","CG15478"
"tup2",3.06273250839764e-171,1.14982607753342,0.415,0.056,3.83944147252728e-167,"24","tup"
"svp2",3.25884615678446e-147,1.30217887803144,0.368,0.051,4.085289542145e-143,"24","svp"
"CG424583",7.10245637838287e-113,1.26295935053969,0.424,0.081,8.90363931594076e-109,"24","CG42458"
"Lim32",1.53611353688542e-107,1.31706190748352,0.412,0.081,1.92567192983956e-103,"24","Lim3"
"Nplp15",2.68277469180804e-103,1.65149384913162,0.623,0.192,3.36312635365056e-99,"24","Nplp1"
"CG320176",2.33775671694316e-96,1.52128300352065,0.958,0.585,2.93061182035995e-92,"24","CG32017"
"CG108048",1.20069444746325e-87,1.40999567521724,0.828,0.447,1.50519055933993e-83,"24","CG10804"
"SoxN6",1.86376777369341e-84,1.13464771769181,0.709,0.244,2.33641928110205e-80,"24","SoxN"
"Rh72",4.28880907549387e-83,1.5132541263494,0.398,0.093,5.37645105703912e-79,"24","Rh7"
"Fife5",1.89600938783261e-81,1.40651633026651,0.887,0.51,2.37683736858697e-77,"24","Fife"
"CG343555",6.89326957556845e-78,1.18888744700575,0.709,0.274,8.6414027399326e-74,"24","CG34355"
"DIP-beta",7.42705400605858e-78,1.64249840788119,0.383,0.095,9.31055490199503e-74,"24","DIP-beta"
"PVRAP8",2.49822950493499e-55,1.26964504888703,0.51,0.201,3.13178050738651e-51,"24","PVRAP"
"Octbeta1R6",8.65967949297154e-53,1.09256828777472,0.558,0.232,1.08557742123891e-48,"24","Octbeta1R"
"LpR14",3.60119533623658e-50,1.056339723803,0.519,0.208,4.51445847350618e-46,"24","LpR1"
"DIP-delta8",1.14738714816791e-46,1.06222313962651,0.478,0.181,1.4383645289433e-42,"24","DIP-delta"
"Vsx23",5.08081994287245e-44,1.34064430515948,0.267,0.073,6.3693158803849e-40,"24","Vsx2"
"CR453126",3.68630194319802e-42,1.26586022833818,0.588,0.295,4.62114811599304e-38,"24","CR45312"
"Cbp53E3",1.9895054741045e-28,1.00040917797984,0.84,0.627,2.49404406233741e-24,"24","Cbp53E"
"msi5",3.00684463539251e-27,1.09764927934087,0.677,0.596,3.76938043492804e-23,"24","msi"
"beat-IV6",2.07092695819904e-18,1.10625838005619,0.374,0.207,2.59611403479832e-14,"24","beat-IV"
"Optix1",0,3.13642528694594,0.799,0.062,0,"25","Optix"
"Lim14",0,2.81234422433944,0.96,0.183,0,"25","Lim1"
"Ets65A2",0,2.37992200205328,0.693,0.063,0,"25","Ets65A"
"Wnt4",9.93760054804651e-190,2.41049281703647,0.413,0.051,1.24577760470311e-185,"25","Wnt4"
"Rx",2.23630648366756e-183,1.33812926669699,0.267,0.023,2.80343380792566e-179,"25","Rx"
"CG424584",2.34183840106699e-172,2.15448779325376,0.495,0.08,2.93572861957758e-168,"25","CG42458"
"CG439024",9.12193436206971e-168,2.39586197438098,0.833,0.279,1.14352569162906e-163,"25","CG43902"
"CG32532",3.51049172081466e-151,1.35883183788437,0.292,0.032,4.40075242121326e-147,"25","CG32532"
"cert",1.34807330159e-136,2.04552494258139,0.495,0.105,1.68994469087322e-132,"25","cert"
"Pkc53E3",1.01464363807343e-130,2.01023104985896,0.97,0.64,1.27195726468885e-126,"25","Pkc53E"
"heph4",2.18848457378289e-112,1.94018738398065,0.933,0.587,2.74348426169423e-108,"25","heph"
"pros6",9.81869605405069e-110,1.68169866975967,0.988,0.703,1.23087173733579e-105,"25","pros"
