"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Pharaoh-ant-1088412",0.020288021385526,0.277777777777778,"Pharaoh-ant-10884","12",-0.120106728134448
"Pharaoh-ant-1822812",0,0,"Pharaoh-ant-18228","12",-0.322731816073687
"Pharaoh-ant-1126612",0.00884079496428319,0.138888888888889,"Pharaoh-ant-11266","12",0.0622701224825124
"Pharaoh-ant-0075812",1.42503091267528,16.3888888888889,"Pharaoh-ant-00758","12",0.198789681464203
"Pharaoh-ant-0059512",0.0376526735118226,0.416666666666667,"Pharaoh-ant-00595","12",-0.613680245821646
"Pharaoh-ant-0582012",0.012098335269067,0.138888888888889,"Pharaoh-ant-05820","12",-0.520731574260191
"Pharaoh-ant-0274712",0.0583561769129374,0.694444444444444,"Pharaoh-ant-02747","12",-0.471282381282231
"Pharaoh-ant-1366112",0,0,"Pharaoh-ant-13661","12",-0.375991863019065
"Pharaoh-ant-0564212",0,0,"Pharaoh-ant-05642","12",-0.824225620355042
"Pharaoh-ant-1849112",0,0,"Pharaoh-ant-18491","12",-0.323165451780446
"Pharaoh-ant-0530612",0.00679495542509241,0.138888888888889,"Pharaoh-ant-05306","12",-1.10353356898004
"Pharaoh-ant-1212712",0.110445517488651,1.52777777777778,"Pharaoh-ant-12127","12",0.447014254623209
"Pharaoh-ant-1508912",3.61846419509755,30,"Pharaoh-ant-15089","12",0.140008503381945
"Pharaoh-ant-1739012",1.14327787341473,11.25,"Pharaoh-ant-17390","12",-1.18366088387367
"Pharaoh-ant-0840612",0,0,"Pharaoh-ant-08406","12",-0.456740929886671
"Pharaoh-ant-0793412",0.0252525252525253,0.138888888888889,"Pharaoh-ant-07934","12",-0.0937330086846236
"Pharaoh-ant-1827412",0,0,"Pharaoh-ant-18274","12",-0.489158563955666
"Pharaoh-ant-1824312",0,0,"Pharaoh-ant-18243","12",-0.211783740283121
"Pharaoh-ant-0831212",0.0112369651204603,0.138888888888889,"Pharaoh-ant-08312","12",-0.657188146068695
"Pharaoh-ant-1360612",0,0,"Pharaoh-ant-13606","12",-0.189733921528065
"Pharaoh-ant-1283612",0.0256904878829626,0.277777777777778,"Pharaoh-ant-12836","12",-0.904112580338266
"Pharaoh-ant-0805312",0.205157267189704,2.08333333333333,"Pharaoh-ant-08053","12",-1.68660074114747
"Pharaoh-ant-1300012",3.47198983129702,34.4444444444444,"Pharaoh-ant-13000","12",0.751018653233859
"Pharaoh-ant-1509912",0.660599908686063,7.5,"Pharaoh-ant-15099","12",-0.617356837948683
"Pharaoh-ant-1047912",0.26271077942327,3.19444444444444,"Pharaoh-ant-10479","12",0.0781588479579377
"Pharaoh-ant-0789212",0,0,"Pharaoh-ant-07892","12",-0.398598690029014
"Pharaoh-ant-0085712",0.104286247835337,1.11111111111111,"Pharaoh-ant-00857","12",-0.232484643339282
"Pharaoh-ant-0362412",1.43862977952544,15.4166666666667,"Pharaoh-ant-03624","12",0.581618487386009
"Pharaoh-ant-1306812",0.0113471314451707,0.138888888888889,"Pharaoh-ant-13068","12",-0.342924699959346
"Pharaoh-ant-0057712",2.29595902246386,25.4166666666667,"Pharaoh-ant-00577","12",1.5650059928227
"Pharaoh-ant-1040312",0.107212886116749,0.972222222222222,"Pharaoh-ant-10403","12",-0.645252472919852
"Pharaoh-ant-0212512",0.340814292593208,4.02777777777778,"Pharaoh-ant-02125","12",-0.568489192580897
"Pharaoh-ant-0564912",0.260318141446915,3.61111111111111,"Pharaoh-ant-05649","12",-0.207707630517496
"Pharaoh-ant-0384712",0,0,"Pharaoh-ant-03847","12",-0.620270424098467
"Pharaoh-ant-1407312",0.0210259728710552,0.277777777777778,"Pharaoh-ant-14073","12",-0.234573153763684
"Pharaoh-ant-1404412",23.9764515228121,87.7777777777778,"Pharaoh-ant-14044","12",1.43790664246615
"Pharaoh-ant-0791412",0.0503818646626232,0.694444444444444,"Pharaoh-ant-07914","12",-0.410291372066664
"Pharaoh-ant-0322612",0.105129863932547,1.11111111111111,"Pharaoh-ant-03226","12",-1.39336698250768
"Pharaoh-ant-1744512",0.481305911154841,5.97222222222222,"Pharaoh-ant-17445","12",1.20758746130814
"Pharaoh-ant-0571112",0,0,"Pharaoh-ant-05711","12",-0.367986481806636
"Pharaoh-ant-0004212",0.59069155893476,6.66666666666667,"Pharaoh-ant-00042","12",-0.16020251768987
"Pharaoh-ant-1379712",0.54603521279084,6.11111111111111,"Pharaoh-ant-13797","12",-0.902261013063051
"Pharaoh-ant-1564312",2.0212453601019,19.7222222222222,"Pharaoh-ant-15643","12",-0.145003931545789
"Pharaoh-ant-0909712",0.460834391629544,5.13888888888889,"Pharaoh-ant-09097","12",-1.06114572711135
"Pharaoh-ant-1299112",0.455995894178497,6.38888888888889,"Pharaoh-ant-12991","12",2.5
"Pharaoh-ant-1822413",0,0,"Pharaoh-ant-18224","13",-0.269855628503488
"Pharaoh-ant-0059613",0,0,"Pharaoh-ant-00596","13",-0.271228774090412
"Pharaoh-ant-1504513",0,0,"Pharaoh-ant-15045","13",-0.538409353215652
"Pharaoh-ant-1002413",0.00976304122639418,0.142247510668563,"Pharaoh-ant-10024","13",-0.155697852339108
"Pharaoh-ant-0646213",0.00726493925784286,0.142247510668563,"Pharaoh-ant-06462","13",-0.380234961739723
"Pharaoh-ant-0571313",0.0820833159263805,0.85348506401138,"Pharaoh-ant-05713","13",-0.799355981207313
"Pharaoh-ant-0384813",0,0,"Pharaoh-ant-03848","13",-0.968180234131113
"Pharaoh-ant-0778313",0,0,"Pharaoh-ant-07783","13",-0.739336203790605
"Pharaoh-ant-1498513",0,0,"Pharaoh-ant-14985","13",-0.252984687407463
"Pharaoh-ant-0387913",0.787022343906146,10.3840682788051,"Pharaoh-ant-03879","13",0.772952262033199
"Pharaoh-ant-0271813",0,0,"Pharaoh-ant-02718","13",-0.564127732326602
"Pharaoh-ant-1104813",0,0,"Pharaoh-ant-11048","13",-0.236280361430144
"Pharaoh-ant-0908613",0,0,"Pharaoh-ant-09086","13",-0.219255514821929
"Pharaoh-ant-0442813",0.230205211584064,3.41394025604552,"Pharaoh-ant-04428","13",-0.623903768409481
"Pharaoh-ant-0735713",0,0,"Pharaoh-ant-07357","13",-1.27476862790407
"Pharaoh-ant-0792813",0,0,"Pharaoh-ant-07928","13",-0.197345910696539
"Pharaoh-ant-0318113",0.185416133528929,2.27596017069701,"Pharaoh-ant-03181","13",-0.108174779763936
"Pharaoh-ant-1746913",7.22234697997662,55.049786628734,"Pharaoh-ant-17469","13",0.892944489182435
"Pharaoh-ant-0154213",0.187516773263316,2.41820768136558,"Pharaoh-ant-01542","13",-0.514314136562673
"Pharaoh-ant-0571213",0,0,"Pharaoh-ant-05712","13",-0.38171901440171
"Pharaoh-ant-0635613",0.917037097508244,9.38833570412518,"Pharaoh-ant-06356","13",-0.668942792757793
"Pharaoh-ant-0479213",0.234051816044346,3.41394025604552,"Pharaoh-ant-04792","13",1.53965455356133
"Pharaoh-ant-1216713",0.0837908684051534,1.28022759601707,"Pharaoh-ant-12167","13",-0.150710425072864
"Pharaoh-ant-0965713",0,0,"Pharaoh-ant-09657","13",-0.313466165238229
"Pharaoh-ant-1822913",0,0,"Pharaoh-ant-18229","13",-0.205721442681652
"Pharaoh-ant-1403513",0.145594859119812,2.13371266002845,"Pharaoh-ant-14035","13",-0.169075897412721
"Pharaoh-ant-0077013",0.0714170038502665,0.711237553342816,"Pharaoh-ant-00770","13",-0.467403977251961
"Pharaoh-ant-1213713",0.239971669265744,2.98719772403983,"Pharaoh-ant-12137","13",-1.36372985899789
"Pharaoh-ant-1574913",0,0,"Pharaoh-ant-15749","13",-0.398188817084478
"Pharaoh-ant-1397613",1.27105374185933,14.3669985775249,"Pharaoh-ant-13976","13",-0.775075628866372
"Pharaoh-ant-1370513",0.751843162631303,9.24608819345661,"Pharaoh-ant-13705","13",-0.594561337222038
"Pharaoh-ant-1848813",0,0,"Pharaoh-ant-18488","13",-0.502586523422025
"Pharaoh-ant-0274013",4.43885828718561,42.5320056899004,"Pharaoh-ant-02740","13",-0.310670697818486
"Pharaoh-ant-1576013",0.0312573017473415,0.568990042674253,"Pharaoh-ant-15760","13",-0.261495174848627
"Pharaoh-ant-1738213",0.532915453765327,6.82788051209104,"Pharaoh-ant-17382","13",-0.806217737529716
"Pharaoh-ant-0938013",2.9020232231605,31.2944523470839,"Pharaoh-ant-09380","13",1.64321868413599
"Pharaoh-ant-0968313",0.219651677523579,2.41820768136558,"Pharaoh-ant-09683","13",-0.21625433245732
"Pharaoh-ant-0571713",0,0,"Pharaoh-ant-05717","13",-0.300623585277495
"Pharaoh-ant-1849013",0,0,"Pharaoh-ant-18490","13",-0.37141976966151
"Pharaoh-ant-0934913",0.128995064136893,1.84921763869132,"Pharaoh-ant-09349","13",-0.779301746327967
"Pharaoh-ant-1827113",0.0105603200199379,0.142247510668563,"Pharaoh-ant-18271","13",-0.566762731816583
"Pharaoh-ant-1199413",0.00976304122639418,0.142247510668563,"Pharaoh-ant-11994","13",-0.323970612149331
"Pharaoh-ant-0247413",0,0,"Pharaoh-ant-02474","13",-0.596680539027036
"Pharaoh-ant-1695013",0.44683275255621,5.97439544807966,"Pharaoh-ant-16950","13",-1.31752425366635
"Pharaoh-ant-0948313",0.794146262392633,10.099573257468,"Pharaoh-ant-09483","13",-0.362805768595451
"Pharaoh-ant-1090413",38.1618512422204,95.3058321479374,"Pharaoh-ant-10904","13",0.999277127174919
